filename,true,predicted,probabilities
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1014_bacteria_2945.jpeg,2,2,"[0.00701141357421875, 0.0, 0.9931640625, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1313_bacteria_3320.jpeg,2,2,"[0.3486328125, 5.960464477539063e-08, 0.6513671875, 3.0517578125e-05]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0338-0001.jpeg,0,2,"[0.0014562606811523438, 0.0, 0.9990234375, 5.960464477539063e-08]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person937_bacteria_2862.jpeg,2,2,"[6.556510925292969e-06, 5.960464477539063e-08, 1.0, 1.3113021850585938e-06]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1102_bacteria_3043.jpeg,2,2,"[0.00017404556274414062, 0.0, 1.0, 2.384185791015625e-07]"
/kaggle/input/dataset-klasifikasi-v5/COVID19/seg_COVID19(104).jpg,3,3,"[0.0005154609680175781, 0.0027332305908203125, 0.1806640625, 0.81591796875]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person370_bacteria_1691.jpeg,2,2,"[2.384185791015625e-07, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0016-0001.jpeg,0,0,"[0.80908203125, 0.0003299713134765625, 0.1805419921875, 0.0100250244140625]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-367.png,1,2,"[0.0007076263427734375, 0.25341796875, 0.740234375, 0.00533294677734375]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person656_bacteria_2548.jpeg,2,2,"[2.0265579223632812e-06, 3.2961368560791016e-05, 1.0, 0.00038170814514160156]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person940_bacteria_2865.jpeg,2,2,"[1.9669532775878906e-06, 0.0, 1.0, 5.960464477539063e-08]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1257_bacteria_3215.jpeg,2,2,"[0.00010639429092407227, 0.0003275871276855469, 1.0, 2.014636993408203e-05]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1544_bacteria_4037.jpeg,2,2,"[1.7881393432617188e-07, 0.240478515625, 0.73779296875, 0.022064208984375]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1345_bacteria_3426.jpeg,2,2,"[0.00010228157043457031, 1.3709068298339844e-06, 1.0, 4.5299530029296875e-06]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-457.png,1,1,"[0.0, 1.0, 0.0, 8.344650268554688e-07]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0660-0001-0002.jpeg,0,0,"[1.0, 0.0, 1.5914440155029297e-05, 4.76837158203125e-07]"
/kaggle/input/dataset-klasifikasi-v5/COVID19/seg_COVID19(151).jpg,3,3,"[0.0005192756652832031, 0.389892578125, 0.0004191398620605469, 0.60888671875]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0421-0001.jpeg,0,0,"[0.9912109375, 5.960464477539063e-08, 0.00847625732421875, 0.00015592575073242188]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person448_bacteria_1936.jpeg,2,2,"[1.7881393432617188e-07, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1327_bacteria_3373.jpeg,2,2,"[0.00344085693359375, 7.152557373046875e-07, 0.99609375, 2.9802322387695312e-06]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1613_bacteria_4247.jpeg,2,2,"[0.004756927490234375, 0.0, 0.9951171875, 5.960464477539063e-08]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1702_bacteria_4506.jpeg,2,2,"[3.647804260253906e-05, 1.7881393432617188e-07, 1.0, 1.0728836059570312e-06]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0519-0001-0001.jpeg,0,0,"[1.0, 0.0, 4.792213439941406e-05, 2.6226043701171875e-06]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0441-0001.jpeg,0,0,"[0.9873046875, 0.0003364086151123047, 0.0045928955078125, 0.0072784423828125]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0528-0001.jpeg,0,0,"[0.9970703125, 0.0, 0.0030879974365234375, 5.960464477539063e-08]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-1245-0001.jpeg,0,0,"[1.0, 0.0, 0.000110626220703125, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person567_bacteria_2352.jpeg,2,2,"[3.916025161743164e-05, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0656-0001-0002.jpeg,0,0,"[0.94482421875, 0.0, 0.055419921875, 7.700920104980469e-05]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1128_bacteria_3069.jpeg,2,2,"[1.3947486877441406e-05, 3.2782554626464844e-06, 1.0, 0.0003771781921386719]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0287-0001.jpeg,0,0,"[0.9990234375, 0.0, 0.0010042190551757812, 4.291534423828125e-06]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person383_bacteria_1748.jpeg,2,2,"[2.086162567138672e-06, 0.0, 1.0, 5.960464477539063e-08]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-217.png,1,1,"[0.0, 1.0, 5.960464477539062e-07, 0.00032019615173339844]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0037-0001.jpeg,0,0,"[0.51513671875, 0.0003688335418701172, 0.0075836181640625, 0.4765625]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1907_bacteria_4806.jpeg,2,2,"[8.046627044677734e-06, 2.980232238769531e-07, 1.0, 8.881092071533203e-06]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person764_bacteria_2668.jpeg,2,2,"[0.0008592605590820312, 0.0, 0.9990234375, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/COVID19/seg_COVID19(15).jpg,3,3,"[4.7206878662109375e-05, 0.01450347900390625, 0.0002168416976928711, 0.9853515625]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0553-0001-0002.jpeg,0,0,"[1.0, 0.0, 0.0003151893615722656, 5.364418029785156e-07]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person478_bacteria_2035.jpeg,2,2,"[0.01061248779296875, 2.384185791015625e-07, 0.9892578125, 4.351139068603516e-06]"
/kaggle/input/dataset-klasifikasi-v5/COVID19/seg_COVID19(31).jpg,3,3,"[0.0032558441162109375, 0.17333984375, 0.0008296966552734375, 0.822265625]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-599.png,1,1,"[0.0, 1.0, 2.5033950805664062e-06, 1.329183578491211e-05]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1554_bacteria_4057.jpeg,2,2,"[0.0006461143493652344, 0.0, 0.9990234375, 1.6093254089355469e-06]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0673-0001.jpeg,0,0,"[1.0, 0.0, 3.933906555175781e-06, 5.960464477539063e-08]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person488_bacteria_2061.jpeg,2,2,"[2.384185791015625e-07, 0.0, 1.0, 1.1920928955078125e-07]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person736_bacteria_2639.jpeg,2,2,"[2.9325485229492188e-05, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person392_bacteria_1784.jpeg,2,2,"[9.357929229736328e-06, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0924-0001.jpeg,0,0,"[0.998046875, 0.0, 0.001781463623046875, 4.172325134277344e-07]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-648.png,1,1,"[6.556510925292969e-07, 0.99609375, 2.8014183044433594e-06, 0.004150390625]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1616_bacteria_4251.jpeg,2,2,"[3.1948089599609375e-05, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1566_bacteria_4099.jpeg,2,2,"[5.9604644775390625e-06, 0.0, 1.0, 5.960464477539063e-08]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person493_bacteria_2086.jpeg,2,2,"[2.390146255493164e-05, 0.0, 1.0, 5.960464477539063e-08]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-269.png,1,1,"[1.5497207641601562e-06, 0.83056640625, 0.1529541015625, 0.016571044921875]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-1305-0001.jpeg,0,0,"[1.0, 0.0, 0.00010722875595092773, 5.960464477539063e-08]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0275-0001.jpeg,0,0,"[0.9912109375, 0.0, 0.009063720703125, 1.4901161193847656e-06]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1674_bacteria_4437.jpeg,2,2,"[0.0014925003051757812, 0.0001748800277709961, 0.9970703125, 0.0009417533874511719]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-320.png,1,1,"[1.8596649169921875e-05, 0.69189453125, 5.960464477539062e-07, 0.308349609375]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person835_bacteria_2749.jpeg,2,2,"[1.0132789611816406e-06, 0.0, 1.0, 1.1920928955078125e-07]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-460.png,1,1,"[0.0, 0.9990234375, 2.0265579223632812e-06, 0.001346588134765625]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1690_bacteria_4475.jpeg,2,0,"[0.8212890625, 7.152557373046875e-07, 0.1748046875, 0.004016876220703125]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person496_bacteria_2095.jpeg,2,0,"[0.97265625, 0.0, 0.027374267578125, 4.70280647277832e-05]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0413-0001.jpeg,0,0,"[1.0, 5.960464477539063e-08, 2.5272369384765625e-05, 1.2814998626708984e-05]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0409-0001.jpeg,0,0,"[1.0, 0.0, 0.00011777877807617188, 4.947185516357422e-06]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person436_bacteria_1883.jpeg,2,2,"[0.0004258155822753906, 0.0, 1.0, 2.384185791015625e-07]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-303.png,1,1,"[2.205371856689453e-06, 0.986328125, 0.00908660888671875, 0.00415802001953125]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1486_bacteria_3885.jpeg,2,2,"[1.9073486328125e-06, 5.960464477539063e-08, 1.0, 8.463859558105469e-06]"
/kaggle/input/dataset-klasifikasi-v5/COVID19/seg_COVID19(253).jpg,3,3,"[2.9325485229492188e-05, 0.0003077983856201172, 3.170967102050781e-05, 1.0]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0315-0001.jpeg,0,0,"[0.9990234375, 0.0, 0.0007910728454589844, 1.329183578491211e-05]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1634_bacteria_4334.jpeg,2,2,"[0.025360107421875, 0.0, 0.97412109375, 5.960464477539063e-08]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-152.png,1,1,"[2.384185791015625e-07, 0.9580078125, 5.08427619934082e-05, 0.041778564453125]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0101-0001.jpeg,0,0,"[0.544921875, 5.960464477539063e-08, 0.455078125, 4.708766937255859e-06]"
/kaggle/input/dataset-klasifikasi-v5/COVID19/seg_COVID19(7).jpg,3,3,"[5.960464477539063e-08, 0.010406494140625, 0.0040283203125, 0.9853515625]"
/kaggle/input/dataset-klasifikasi-v5/COVID19/seg_COVID19(451).jpg,3,3,"[0.00037169456481933594, 0.001453399658203125, 0.001262664794921875, 0.9970703125]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-525.png,1,1,"[0.0, 1.0, 1.1920928955078125e-07, 1.150369644165039e-05]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person623_bacteria_2496.jpeg,2,2,"[5.960464477539063e-08, 0.0, 1.0, 1.1920928955078125e-07]"
/kaggle/input/dataset-klasifikasi-v5/COVID19/seg_COVID19(250).jpg,3,3,"[1.2576580047607422e-05, 0.009674072265625, 0.0004401206970214844, 0.990234375]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0588-0001.jpeg,0,0,"[1.0, 0.0, 0.000396728515625, 5.960464477539063e-08]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0694-0001.jpeg,0,0,"[0.9990234375, 0.0, 0.0012502670288085938, 1.9073486328125e-06]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0629-0001.jpeg,0,0,"[0.998046875, 0.0, 0.0015420913696289062, 5.364418029785156e-07]"
/kaggle/input/dataset-klasifikasi-v5/COVID19/seg_COVID19(325).jpg,3,3,"[0.0, 0.4658203125, 0.0022430419921875, 0.53173828125]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0460-0001.jpeg,0,0,"[0.98193359375, 0.0, 0.01861572265625, 2.2232532501220703e-05]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-132.png,1,1,"[2.384185791015625e-07, 0.9970703125, 6.318092346191406e-06, 0.0028228759765625]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1323_bacteria_3363.jpeg,2,2,"[0.0018091201782226562, 0.0014944076538085938, 0.970703125, 0.02606201171875]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-82.png,1,1,"[5.960464477539063e-08, 0.97802734375, 7.319450378417969e-05, 0.0222015380859375]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-532.png,1,1,"[5.960464477539063e-08, 0.998046875, 3.7550926208496094e-05, 0.001560211181640625]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0368-0001.jpeg,0,2,"[0.08447265625, 0.0, 0.9150390625, 8.344650268554688e-07]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person761_bacteria_2665.jpeg,2,2,"[6.502866744995117e-05, 0.0, 1.0, 5.960464477539063e-08]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0694-0001.jpeg,0,0,"[0.998046875, 0.0, 0.00183868408203125, 5.960464477539063e-08]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-51.png,1,1,"[0.0, 0.9970703125, 8.344650268554688e-07, 0.002704620361328125]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0213-0001.jpeg,0,0,"[0.7578125, 0.0033473968505859375, 0.0013904571533203125, 0.237548828125]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0003-0001.jpeg,0,0,"[0.9931640625, 4.827976226806641e-06, 0.00449371337890625, 0.0024318695068359375]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0978-0001.jpeg,0,0,"[0.96435546875, 0.0, 0.03594970703125, 3.5762786865234375e-07]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-58.png,1,1,"[2.384185791015625e-06, 0.99609375, 0.001148223876953125, 0.0024700164794921875]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1609_bacteria_4237.jpeg,2,2,"[0.0006804466247558594, 0.0001023411750793457, 0.9697265625, 0.0299835205078125]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person689_bacteria_2586.jpeg,2,2,"[1.1920928955078125e-07, 1.9669532775878906e-06, 1.0, 2.2649765014648438e-05]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0411-0001.jpeg,0,0,"[1.0, 0.0, 9.5367431640625e-06, 1.7881393432617188e-07]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-76.png,1,1,"[0.0, 0.9677734375, 1.7881393432617188e-07, 0.0322265625]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0127-0001.jpeg,0,0,"[0.9990234375, 0.0, 0.0012998580932617188, 3.5762786865234375e-07]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0932-0001.jpeg,0,0,"[0.9931640625, 0.0, 0.00669097900390625, 1.2516975402832031e-06]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person493_bacteria_2087.jpeg,2,2,"[1.4603137969970703e-05, 0.0, 1.0, 5.960464477539063e-08]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-272.png,1,1,"[0.0, 1.0, 5.960464477539063e-08, 0.0001080632209777832]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0671-0001.jpeg,0,0,"[0.9990234375, 0.0, 0.0006384849548339844, 2.384185791015625e-07]"
/kaggle/input/dataset-klasifikasi-v5/COVID19/seg_COVID19(506).jpg,3,1,"[5.960464477539063e-08, 0.5244140625, 0.00010502338409423828, 0.475341796875]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1228_bacteria_3183.jpeg,2,2,"[0.00011414289474487305, 0.0, 1.0, 1.7881393432617188e-07]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-1136-0001.jpeg,0,0,"[1.0, 0.0, 1.1861324310302734e-05, 5.960464477539063e-08]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0379-0001.jpeg,0,0,"[1.0, 0.0, 0.0002779960632324219, 2.384185791015625e-07]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0374-0001-0002.jpeg,0,2,"[0.35400390625, 0.0, 0.64599609375, 1.5497207641601562e-06]"
