filename,true,predicted,probabilities
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1014_bacteria_2945.jpeg,2,2,"[0.00051116943359375, 0.0, 0.9990234375, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1313_bacteria_3320.jpeg,2,2,"[0.06756591796875, 0.0, 0.9326171875, 5.960464477539063e-08]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0338-0001.jpeg,0,2,"[0.0012950897216796875, 0.0, 0.9990234375, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person937_bacteria_2862.jpeg,2,2,"[0.0, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1102_bacteria_3043.jpeg,2,2,"[9.459257125854492e-05, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/COVID19/seg_COVID19(104).jpg,3,3,"[4.887580871582031e-06, 0.0, 7.724761962890625e-05, 1.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person370_bacteria_1691.jpeg,2,2,"[0.0, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0016-0001.jpeg,0,0,"[0.99609375, 2.384185791015625e-07, 0.00423431396484375, 0.000125885009765625]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-367.png,1,2,"[6.377696990966797e-06, 0.29248046875, 0.70703125, 0.00020599365234375]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person656_bacteria_2548.jpeg,2,2,"[1.1920928955078125e-07, 6.258487701416016e-06, 0.9970703125, 0.0033779144287109375]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person940_bacteria_2865.jpeg,2,2,"[0.0, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1257_bacteria_3215.jpeg,2,2,"[0.0, 0.00017821788787841797, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1544_bacteria_4037.jpeg,2,2,"[0.0, 0.06884765625, 0.92431640625, 0.007282257080078125]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1345_bacteria_3426.jpeg,2,2,"[0.0005908012390136719, 0.0, 0.9990234375, 5.960464477539063e-08]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-457.png,1,1,"[0.0, 1.0, 0.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0660-0001-0002.jpeg,0,0,"[1.0, 0.0, 4.76837158203125e-07, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/COVID19/seg_COVID19(151).jpg,3,3,"[1.2516975402832031e-06, 0.31494140625, 8.51750373840332e-05, 0.68505859375]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0421-0001.jpeg,0,0,"[0.9970703125, 0.0, 0.002834320068359375, 4.172325134277344e-07]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person448_bacteria_1936.jpeg,2,2,"[0.0, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1327_bacteria_3373.jpeg,2,2,"[0.0152435302734375, 1.1920928955078125e-07, 0.984375, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1613_bacteria_4247.jpeg,2,2,"[0.0062408447265625, 0.0, 0.994140625, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1702_bacteria_4506.jpeg,2,2,"[5.364418029785156e-07, 0.0, 1.0, 5.364418029785156e-07]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0519-0001-0001.jpeg,0,0,"[1.0, 0.0, 4.172325134277344e-07, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0441-0001.jpeg,0,0,"[0.9931640625, 1.7523765563964844e-05, 0.00010818243026733398, 0.00628662109375]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0528-0001.jpeg,0,0,"[1.0, 0.0, 0.00032520294189453125, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-1245-0001.jpeg,0,0,"[1.0, 0.0, 2.086162567138672e-06, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person567_bacteria_2352.jpeg,2,2,"[4.172325134277344e-07, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0656-0001-0002.jpeg,0,0,"[0.986328125, 0.0, 0.013427734375, 1.0728836059570312e-06]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1128_bacteria_3069.jpeg,2,2,"[0.0, 0.0, 1.0, 1.7881393432617188e-07]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0287-0001.jpeg,0,0,"[1.0, 0.0, 0.0003600120544433594, 5.960464477539063e-08]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person383_bacteria_1748.jpeg,2,2,"[0.0, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-217.png,1,1,"[0.0, 1.0, 0.0, 1.1920928955078125e-07]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0037-0001.jpeg,0,0,"[0.8896484375, 1.1920928955078125e-07, 0.0029449462890625, 0.1075439453125]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1907_bacteria_4806.jpeg,2,2,"[5.960464477539063e-08, 0.0, 1.0, 5.960464477539063e-08]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person764_bacteria_2668.jpeg,2,2,"[5.8770179748535156e-05, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/COVID19/seg_COVID19(15).jpg,3,3,"[1.0728836059570312e-06, 0.0010366439819335938, 2.8014183044433594e-06, 0.9990234375]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_IM-0553-0001-0002.jpeg,0,0,"[1.0, 0.0, 6.079673767089844e-06, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person478_bacteria_2035.jpeg,2,2,"[0.0013790130615234375, 0.0, 0.9990234375, 6.556510925292969e-07]"
/kaggle/input/dataset-klasifikasi-v5/COVID19/seg_COVID19(31).jpg,3,3,"[0.002140045166015625, 0.0033416748046875, 6.026029586791992e-05, 0.994140625]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-599.png,1,1,"[0.0, 1.0, 0.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1554_bacteria_4057.jpeg,2,2,"[0.00015974044799804688, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0673-0001.jpeg,0,0,"[1.0, 0.0, 0.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person488_bacteria_2061.jpeg,2,2,"[0.0, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person736_bacteria_2639.jpeg,2,2,"[1.1920928955078125e-07, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person392_bacteria_1784.jpeg,2,2,"[4.76837158203125e-07, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-0924-0001.jpeg,0,0,"[1.0, 0.0, 9.387731552124023e-05, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-648.png,1,1,"[0.0, 1.0, 0.0, 7.784366607666016e-05]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1616_bacteria_4251.jpeg,2,2,"[1.1920928955078125e-07, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person1566_bacteria_4099.jpeg,2,2,"[5.364418029785156e-07, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/PNEUMONIA/seg_person493_bacteria_2086.jpeg,2,2,"[7.152557373046875e-07, 0.0, 1.0, 0.0]"
/kaggle/input/dataset-klasifikasi-v5/TUBERCULOSIS/seg_Tuberculosis-269.png,1,2,"[0.0, 0.27587890625, 0.72119140625, 0.0028228759765625]"
/kaggle/input/dataset-klasifikasi-v5/NORMAL/seg_NORMAL2-IM-1305-0001.jpeg,0,0,"[1.0, 0.0, 8.940696716308594e-07, 0.0]"
